,Stage3,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodPT30pct,FoodCyct,FoodCyc15n,FoodCyc30n,FoodCyc45n,FoodCyc60n,FoodCyc15pct,FoodCyc30pct,FoodCyc45pct,FoodCyc60pct,FoodCart,FoodCar15n,NUMPOINTS,PointsDens,NearestDist_mean,NearestDist_median,NUMPOINTS(500m)_mean,NUMPOINTS(500m)_median,NUMPOINT(1km)_mean,NUMPOINT(1km)_median,NUMPOINT(2km)_mean,NUMPOINT(2km)_median,0-18,19-34,35-49,50-64,65+,Total_pop,IMD - Average rank ,IMD - Rank of average rank ,IMD - Average score ,IMD - Rank of average score ,IMD - Proportion of LSOAs in most deprived 10% nationally ,IMD - Rank of proportion of LSOAs in most deprived 10% nationally ,IMD 2019 - Extent ,IMD 2019 - Rank of extent ,IMD 2019 - Local concentration ,IMD 2019 - Rank of local concentration ,Income - Average rank,Income - Rank of average rank,Income - Average score,Income - Rank of average score,Income - Proportion of LSOAs in most deprived 10% nationally,Income - Rank of Proportion of LSOAs in most deprived 10% nationally,Income - Scale,Income - Rank of scale,Employment - Average rank,Employment - Rank of average rank,Employment - Average score,Employment - Rank of average score,Employment - Proportion of LSOAs in most deprived 10% nationally,Employment - Rank of proportion of LSOAs in most deprived 10% nationally,Employment - Scale,Employment - Rank of scale,"Education, Skills and Training - Average rank","Education, Skills and Training - Rank of average rank","Education, Skills and Training - Average score","Education, Skills and Training - Rank of average score","Education, Skills and Training - Proportion of LSOAs in most deprived 10% nationally","Education, Skills and Training - Rank of proportion of LSOAs in most deprived 10% nationally",Health Deprivation and Disability - Average rank,Health Deprivation and Disability - Rank of average rank,Health Deprivation and Disability - Average score,Health Deprivation and Disability - Rank of average score,Health Deprivation and Disability - Proportion of LSOAs in most deprived 10% nationally,Health Deprivation and Disability - Rank of proportion of LSOAs in most deprived 10% nationally,Crime - Average rank,Crime - Rank of average rank,Crime - Average score,Crime - Rank of average score,Crime - Proportion of LSOAs in most deprived 10% nationally,Crime - Rank of proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Average rank,Barriers to Housing and Services - Rank of average rank,Barriers to Housing and Services - Average score,Barriers to Housing and Services - Rank of average score,Barriers to Housing and Services - Proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Rank of proportion of LSOAs in most deprived 10% nationally,Living Environment - Average rank,Living Environment - Rank of average rank,Living Environment - Average score,Living Environment - Rank of average score,Living Environment - Proportion of LSOAs in most deprived 10% nationally,Living Environment - Rank of proportion of LSOAs in most deprived 10% nationally,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,Total_car,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,NNI,z.score,p,expected.mean.distance,observed.mean.distance,Employee,employee/pop
Employment - Scale,0.257870828,-0.294985582,0.087645276,0.139462886,-0.007910532,0.027631902,0.017206457,-0.068329042,0.062206691,0.113854783,0.037493868,0.075973148,-0.054604224,-0.066203792,-0.066203792,-0.024221125,-0.066203792,-0.066203792,-0.066203792,0.05148454,-0.005987733,0.459532772,-0.303185713,0.114142796,0.109919522,-0.294583147,-0.31791737,-0.308421168,-0.340670928,-0.222295476,-0.277693061,0.344614356,0.434517846,-0.178744639,-0.602636104,-0.678145838,0.800954032,0.790972738,-0.810478247,0.775305307,-0.800926285,0.233935828,-0.457368347,0.658167917,-0.762437745,0.729818874,-0.737218164,0.860838734,-0.880270849,0.689923391,-0.863944505,0.479222566,-0.608837174,0.983582785,-0.918807042,0.825943715,-0.835046432,-5.86E-16,-0.814102499,-0.064602277,-0.226632546,1,-0.926584355,0.537416666,-0.414053563,0.486854204,-0.416463491,,0.013341308,0.674820846,-0.679929474,0.683656386,-0.688379919,,-0.45676416,0.801299542,-0.816212939,0.784817141,-0.818350848,0.591159685,-0.726690183,0.50621324,-0.480888098,0.462983458,-0.48546943,0.298808309,-0.340529122,0.277008704,-0.298250306,0.243267672,-0.292265451,0.093086265,-0.304742422,0.30253262,-0.20171525,-0.345880305,-0.3427773,-0.347185402,0.126562235,0.093894535,-0.280024531,-0.302983564,-0.215050438,0.463334665,-0.422429317,-0.4112047,-0.01285848,0.098376404,-0.047159566,-0.056539425,-0.474230202
Employment - Rank of scale,-0.402259557,0.079990265,-0.096162345,-0.231334563,0.177392441,-0.165618422,0.09917803,0.105345144,0.03580159,-0.050757188,-0.152193012,0.021304692,0.071821011,0.073315939,0.073315939,0.079528216,0.073315939,0.073315939,0.073315939,-0.065396803,0.056944952,-0.454306435,0.544330666,-0.260933611,-0.259382595,0.511255651,0.508746276,0.530232174,0.55119258,0.438274399,0.493369235,-0.466528049,-0.287266749,0.17134649,0.564557326,0.563562545,-0.844004506,-0.683671551,0.699006092,-0.665148519,0.697740589,-0.176741573,0.37141597,-0.583277821,0.671617895,-0.70889917,0.705163568,-0.814617259,0.83511656,-0.531335116,0.827871341,-0.398403667,0.538696713,-0.905439858,0.992446781,-0.768814759,0.767467437,8.06E-17,0.766103964,0.005716862,0.223779616,-0.926584355,1,-0.549923799,0.415805295,-0.496993818,0.419554927,,0.022962045,-0.563728667,0.573065248,-0.572109646,0.575736683,,0.353411643,-0.875840126,0.866949794,-0.901346688,0.876189273,-0.517815501,0.673070983,-0.346745118,0.36434801,-0.310929862,0.357857162,-0.123313859,0.20761078,-0.120688863,0.129299607,-0.078785931,0.118143628,0.02880335,0.13610432,-0.107116488,0.006174356,0.159254442,0.173813525,0.180387491,-0.272965571,-0.247101193,0.498469446,0.526258082,0.430118954,-0.419451517,0.514753406,0.492809318,-0.037040471,-0.24570846,-0.103793312,0.156825759,0.728549296
"Education, Skills and Training - Average rank",0.205005944,-0.176712349,0.099025432,0.521590275,-0.302136552,0.307045928,-0.362579878,-0.201543134,-0.190185283,-0.303186518,0.311195748,-0.270936964,0.187339518,0.173031414,0.173031414,-0.185378918,0.173031414,0.173031414,0.173031414,0.263139069,-0.260367541,-0.155010622,-0.390069612,0.475930426,0.472774197,-0.435878356,-0.509252662,-0.425215057,-0.446424455,-0.413290539,-0.450124214,0.634231482,-0.019117053,-0.574383701,-0.220117498,-0.233468314,0.3777826,0.622751249,-0.607418951,0.626697638,-0.620817917,0.109218071,-0.280676307,0.635403576,-0.631249917,0.561868369,-0.561644254,0.676315287,-0.657794973,0.548049583,-0.633519956,0.100311384,-0.246256201,0.597561291,-0.59032432,0.713374798,-0.705246298,6.66E-16,-0.664613375,-0.244814864,0.033829145,0.537416666,-0.549923799,1,-0.970467547,0.991594947,-0.966286356,,-0.349239808,0.538812435,-0.545272018,0.616473245,-0.579370898,,-0.132912503,0.51030041,-0.516888802,0.488735025,-0.516606724,0.252594945,-0.43572268,0.421551282,-0.34777754,0.476199123,-0.351972415,0.413792581,-0.35781719,-0.21214584,0.202665464,-0.236633828,0.20003908,-0.275599248,0.146050174,-0.096682911,0.089408433,0.081890767,0.132283844,0.128262512,0.175855633,0.474402572,-0.433684685,-0.423671355,-0.412876262,-0.062473131,-0.008312714,0.013051282,-0.052663819,0.349344892,0.446844184,-0.265222261,-0.297324668
"Education, Skills and Training - Rank of average rank",-0.22945791,0.159884875,-0.086692867,-0.522096408,0.300465619,-0.291221011,0.365717902,0.183607756,0.173779034,0.349505235,-0.296907355,0.278575078,-0.198845757,-0.178579317,-0.178579317,0.192596762,-0.178579317,-0.178579317,-0.178579317,-0.265609521,0.290288523,0.267413107,0.35358088,-0.456137175,-0.46445449,0.402261827,0.474922509,0.389410227,0.40194236,0.390854917,0.414046825,-0.625779244,0.085261247,0.552571383,0.150808913,0.158881094,-0.263023384,-0.554699849,0.534000934,-0.570973384,0.551325926,-0.132944565,0.280708514,-0.618301431,0.578464802,-0.473794869,0.487258669,-0.57798333,0.547983602,-0.519098085,0.532621867,-0.057616592,0.190714248,-0.488759231,0.461691061,-0.623023892,0.616256405,0,0.577107517,0.234265089,-0.061115988,-0.414053563,0.415805295,-0.970467547,1,-0.979907135,0.990224612,,0.378438967,-0.456824946,0.46397442,-0.51946368,0.497130935,,0.080523196,-0.424689927,0.434873124,-0.396697044,0.431879764,-0.154250675,0.352218988,-0.393028146,0.268816945,-0.482059825,0.285885227,-0.458485897,0.365314772,0.217967799,-0.212690533,0.242229264,-0.207728365,0.275566201,-0.176225878,0.1204575,-0.11737183,-0.103414345,-0.147156309,-0.138506934,-0.135727609,-0.458949925,0.402686611,0.388897536,0.392362798,0.129695081,-0.063164748,-0.082627371,0.058901528,-0.335063831,-0.463975436,0.281186309,0.224285273
"Education, Skills and Training - Average score",0.191643014,-0.166238388,0.084629572,0.518592412,-0.293459555,0.323402768,-0.384097064,-0.229754693,-0.221857512,-0.340453878,0.330420248,-0.295836786,0.183101573,0.171642438,0.171642438,-0.238363415,0.171642438,0.171642438,0.171642438,0.290310195,-0.317954306,-0.188319934,-0.378324374,0.480127614,0.476068832,-0.425354893,-0.502129511,-0.4138745,-0.430943395,-0.408468122,-0.442451513,0.629950838,-0.068703993,-0.561552726,-0.170264495,-0.176774713,0.333203226,0.585017288,-0.56710753,0.598452287,-0.587818086,0.157103536,-0.301366808,0.636581275,-0.618327534,0.540032222,-0.546582028,0.630703257,-0.608131857,0.522118537,-0.591538884,0.092216183,-0.245675324,0.552092041,-0.538907653,0.679659865,-0.671336005,5.34E-16,-0.636604759,-0.249273417,0.044706061,0.486854204,-0.496993818,0.991594947,-0.979907135,1,-0.987445329,,-0.385426088,0.497077876,-0.503284198,0.573357068,-0.536309156,,-0.112294948,0.469043814,-0.476257412,0.445515963,-0.475357803,0.231649028,-0.405534318,0.402655588,-0.315242411,0.463843686,-0.321451676,0.417863739,-0.356612156,-0.235175675,0.228096074,-0.258433965,0.223192025,-0.294843035,0.179632063,-0.120322728,0.105817799,0.10812116,0.158797098,0.158931298,0.184348948,0.480943019,-0.425677126,-0.412890397,-0.408945607,-0.107038302,0.015843177,0.033011006,-0.059335289,0.366203,0.472768108,-0.268429456,-0.265411911
"Education, Skills and Training - Rank of average score",-0.21253677,0.164353762,-0.092863187,-0.531161302,0.308777915,-0.326161545,0.397468979,0.217580334,0.225257115,0.374015737,-0.335863965,0.305020986,-0.191259207,-0.175790236,-0.175790236,0.261928325,-0.175790236,-0.175790236,-0.175790236,-0.307118948,0.338189081,0.251397284,0.36490615,-0.479628164,-0.483294485,0.412667177,0.494071131,0.400026106,0.411328584,0.402451349,0.428780223,-0.620344499,0.11841841,0.545708617,0.115311056,0.11899598,-0.274728599,-0.531021136,0.512908373,-0.552208652,0.536307442,-0.186145494,0.305200271,-0.613586004,0.578511734,-0.482843138,0.499055146,-0.563531704,0.536451478,-0.499148928,0.525121537,-0.072043902,0.216352817,-0.490087047,0.464216504,-0.617686969,0.611500038,-1.93E-16,0.578947052,0.241816563,-0.057483142,-0.416463491,0.419554927,-0.966286356,0.990224612,-0.987445329,1,,0.406785909,-0.431168194,0.438690438,-0.501661846,0.472178007,,0.065179903,-0.412948092,0.42125034,-0.388576217,0.419237664,-0.167402124,0.342467349,-0.372656473,0.257717897,-0.452326615,0.273588656,-0.428817414,0.357060149,0.246446151,-0.24115528,0.271103786,-0.235125987,0.306293357,-0.210440335,0.146703807,-0.134148887,-0.132676392,-0.179256415,-0.17700643,-0.177706321,-0.483153915,0.41498138,0.399790717,0.404277287,0.154157064,-0.034681991,-0.05523057,0.067463274,-0.363098955,-0.474778705,0.284235925,0.228594403
"Education, Skills and Training - Proportion of LSOAs in most deprived 10% nationally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education, Skills and Training - Rank of proportion of LSOAs in most deprived 10% nationally",0.156444491,0.13437376,-0.101572858,-0.131874448,0.09602313,-0.23646514,0.260747387,0.489964171,0.416701686,0.910671134,-0.242758678,0.540046143,-0.060486416,-0.051853161,-0.051853161,0.248844793,-0.051853161,-0.051853161,-0.051853161,-0.114316944,-0.024245214,-0.026549383,0.152354741,-0.284508706,-0.25153769,0.153439154,0.221913203,0.146823585,0.147060785,0.162184469,0.174716841,-0.066098164,0.245562675,0.437144382,-0.300098025,-0.368902789,-0.073576287,0.097783537,-0.101034932,0.091864807,-0.075981797,0.072822248,-0.071570067,0.029624501,-0.022471849,-0.051902083,0.03669528,0.082640394,-0.083792945,0.168951626,-0.076518443,0.056511825,-0.052895292,0.017685978,0.019108755,0.00439657,-0.009871625,-1.46E-15,-0.00713068,0.092757754,-0.135785693,0.013341308,0.022962045,-0.349239808,0.378438967,-0.385426088,0.406785909,,1,0.016588871,-0.01129838,-0.0311083,0.002037189,,-0.055786116,0.02842784,-0.016999053,0.016780387,-0.016361646,0.147514259,-0.09131823,0.208377567,-0.222712769,0.182143572,-0.230950542,0.137034944,-0.126385666,0.417446322,-0.483344843,0.362971352,-0.457749225,0.143123719,-0.238187849,0.238348802,-0.128890749,-0.277861057,-0.315333904,-0.368293299,-0.281306887,-0.289880269,0.155831551,0.142486452,0.160896367,0.243679815,0.063419443,0.061415712,-0.016634192,-0.159455754,-0.139069562,0.104163169,0.057572279
Health Deprivation and Disability - Average rank,0.084922403,-0.428720225,0.01421984,-0.073728687,0.247075274,-0.397970376,0.382843318,0.119680048,0.425657447,0.085528642,-0.410972113,0.305302528,0.291302128,0.257906144,0.257906144,0.314038871,0.257906144,0.257906144,0.257906144,-0.382539486,0.123491605,0.160556696,0.112400488,-0.296626796,-0.299758341,0.115782978,0.071697245,0.107056966,0.070983708,0.186173993,0.138258192,0.086060954,0.669897977,-0.077380177,-0.719835521,-0.805555762,0.200463275,0.87062611,-0.862950337,0.864279754,-0.85592977,0.052587516,-0.416570636,0.758997029,-0.814841288,0.658179624,-0.659010146,0.825811292,-0.80257929,0.739451919,-0.803125182,0.460414423,-0.538933099,0.643834494,-0.543252763,0.845453818,-0.848493777,8.55E-17,-0.816277431,-0.006602044,-0.21350175,0.674820846,-0.563728667,0.538812435,-0.456824946,0.497077876,-0.431168194,,0.016588871,1,-0.99859774,0.978512022,-0.989028884,,-0.6719999,0.673960408,-0.705710566,0.583416946,-0.694679204,0.65897447,-0.764586356,0.486035669,-0.45395861,0.440397013,-0.454701258,0.326775246,-0.243509037,0.483952913,-0.487195567,0.468412366,-0.486951966,0.30629599,-0.555061234,0.59352239,-0.466290164,-0.637244869,-0.623588731,-0.613495484,-0.417844616,-0.307856825,0.126525538,0.111292902,0.193678524,0.605690395,0.22720175,0.227922101,0.152049557,-0.294246356,-0.141838805,-0.015255477,-0.125165529
Health Deprivation and Disability - Rank of average rank,-0.097499668,0.44742386,-0.01027712,0.049089782,-0.245306453,0.387511943,-0.370282746,-0.117281929,-0.423537461,-0.076797937,0.401600401,-0.296856573,-0.303810672,-0.268986909,-0.268986909,-0.308152821,-0.268986909,-0.268986909,-0.268986909,0.375790758,-0.125706435,-0.171942469,-0.094704876,0.286201744,0.28731557,-0.09989019,-0.05506647,-0.089987435,-0.053489925,-0.169190655,-0.121643046,-0.091793379,-0.664522382,0.074696176,0.718522975,0.803698263,-0.212096083,-0.863662634,0.858234439,-0.856412345,0.849438375,-0.046740135,0.402189879,-0.749512722,0.807674292,-0.653875435,0.653866839,-0.823842748,0.802461439,-0.740224033,0.80041094,-0.448572571,0.528165639,-0.646844077,0.551168339,-0.843353715,0.846742392,2.50E-17,0.813868409,0.021252973,0.206852418,-0.679929474,0.573065248,-0.545272018,0.46397442,-0.503284198,0.438690438,,-0.01129838,-0.99859774,1,-0.978803511,0.991791198,,0.66506786,-0.679667926,0.710412256,-0.591081948,0.699853801,-0.646344708,0.758619554,-0.465791521,0.431486797,-0.424039579,0.434401602,-0.312231334,0.229217773,-0.474070831,0.477059237,-0.457616803,0.476783363,-0.292543077,0.540235363,-0.579143191,0.448027421,0.625804384,0.613988648,0.604249035,0.405391903,0.296832474,-0.110361222,-0.093953773,-0.176408552,-0.597083391,-0.21475489,-0.21723933,-0.139396707,0.282663206,0.132371142,0.024595467,0.142295212
Health Deprivation and Disability - Average score,0.068815307,-0.421227854,0.049359423,-0.000603023,0.170499114,-0.275161561,0.250367022,0.076682265,0.322234838,0.036267258,-0.283973009,0.220477504,0.298872158,0.267909748,0.267909748,0.252520539,0.267909748,0.267909748,0.267909748,-0.268023638,0.094383579,0.125388916,0.054282134,-0.164174826,-0.174898373,0.042141474,-0.020389716,0.03836949,-0.00093539,0.106346115,0.06012966,0.164910558,0.609483085,-0.176336701,-0.676229425,-0.7636454,0.254628162,0.845034312,-0.838691988,0.831396439,-0.827245155,0.024050962,-0.353746698,0.702972796,-0.770655354,0.624009625,-0.616604114,0.828236082,-0.809786682,0.728517025,-0.786255869,0.366529957,-0.45167953,0.667319548,-0.563607006,0.838411501,-0.841807111,1.03E-16,-0.790374379,-0.133939291,-0.111829215,0.683656386,-0.572109646,0.616473245,-0.51946368,0.573357068,-0.501661846,,-0.0311083,0.978512022,-0.978803511,1,-0.989433586,,-0.603379438,0.635904964,-0.665685025,0.551748524,-0.656074105,0.608815571,-0.703076957,0.500820407,-0.486359339,0.455148303,-0.490676846,0.340197373,-0.279836457,0.362305108,-0.379304809,0.341424003,-0.376688972,0.168707076,-0.439447198,0.485228083,-0.370407879,-0.530197353,-0.50816627,-0.50590502,-0.317247172,-0.176936006,0.052054595,0.042639279,0.112911798,0.490797563,0.19070404,0.19864999,0.090178499,-0.195539224,-0.061438274,-0.098364835,-0.121193999
Health Deprivation and Disability - Rank of average score,-0.104801323,0.436012484,-0.009464088,0.013260822,-0.219148062,0.306467361,-0.285157853,-0.095274965,-0.363937967,-0.065962369,0.318844811,-0.246523951,-0.289100985,-0.254698629,-0.254698629,-0.284530782,-0.254698629,-0.254698629,-0.254698629,0.304301929,-0.105969347,-0.145713251,-0.046862434,0.20836598,0.210375949,-0.043511739,0.007856107,-0.035287193,0.002804643,-0.10790993,-0.06351827,-0.157846507,-0.625999579,0.122145361,0.701389839,0.793032172,-0.25143398,-0.848442274,0.843162125,-0.838004296,0.828216144,-0.019176832,0.357827437,-0.722649779,0.774231447,-0.606957293,0.606444203,-0.826681766,0.805996326,-0.748863019,0.784335492,-0.384601036,0.460950343,-0.664762489,0.561317454,-0.837422655,0.841937568,-4.09E-17,0.792435135,0.116496533,0.126241224,-0.688379919,0.575736683,-0.579370898,0.497130935,-0.536309156,0.472178007,,0.002037189,-0.989028884,0.991791198,-0.989433586,1,,0.645769077,-0.666997419,0.695718599,-0.583193224,0.685421884,-0.61675615,0.721867732,-0.480168462,0.444966538,-0.441600907,0.457662888,-0.328014374,0.258551007,-0.402424049,0.417273492,-0.380072064,0.415126809,-0.2017198,0.462188142,-0.505444324,0.374260087,0.556028962,0.545877487,0.547448905,0.342283592,0.220202442,-0.053392211,-0.039214878,-0.114499133,-0.526015907,-0.200116371,-0.206282491,-0.103855148,0.211592625,0.066903692,0.099903427,0.150646177
Health Deprivation and Disability - Proportion of LSOAs in most deprived 10% nationally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Deprivation and Disability - Rank of proportion of LSOAs in most deprived 10% nationally,0.009503688,0.23404301,-0.029082591,0.342539218,-0.294911028,0.387027381,-0.462129724,-0.189031293,-0.387265118,-0.090969911,0.403333097,-0.347241223,-0.106115882,-0.090969911,-0.090969911,-0.242512578,-0.090969911,-0.090969911,-0.090969911,0.332217599,-0.116971762,-0.233166285,-0.169638795,0.392598628,0.388919534,-0.188260499,-0.121208647,-0.174371533,-0.160978014,-0.253143573,-0.219372054,0.098381858,-0.614253266,-0.009573523,0.602670952,0.626365886,-0.116359363,-0.534823452,0.516667193,-0.54717101,0.50908015,-0.134578822,0.267544687,-0.516756136,0.510778255,-0.339484243,0.348324358,-0.501338294,0.470707592,-0.52568364,0.484786649,-0.359249542,0.426200189,-0.419705771,0.323492367,-0.478371315,0.479734606,5.52E-16,0.475419446,0.01637554,0.095288074,-0.45676416,0.353411643,-0.132912503,0.080523196,-0.112294948,0.065179903,,-0.055786116,-0.6719999,0.66506786,-0.603379438,0.645769077,,1,-0.428556827,0.447710182,-0.378693538,0.447422961,-0.508407959,0.581751717,-0.225446825,0.218160054,-0.172283335,0.209118063,-0.084488291,-0.047247402,-0.455512408,0.400645166,-0.496556816,0.41200331,-0.448621604,0.480583482,-0.54434001,0.496802293,0.539114716,0.534789638,0.519178384,0.399758167,0.396735668,-0.195603195,-0.17652772,-0.259984696,-0.62030364,-0.178193202,-0.170766408,-0.225293657,0.347879749,0.246937652,-0.100080276,0.085409077
Crime - Average rank,0.521932064,-0.063387202,0.076347662,0.133351052,-0.111261269,-0.036610292,0.065286874,0.060289349,0.189603383,0.044052344,-0.090240257,0.144593175,0.087736442,0.066104061,0.066104061,0.132613424,0.066104061,0.066104061,0.066104061,-0.138316065,0.038252042,0.219704721,-0.437190725,0.046877911,0.042731876,-0.392522301,-0.379344466,-0.41481481,-0.434900201,-0.315628444,-0.370637233,0.398530812,0.385615431,0.000757197,-0.66272294,-0.681393972,0.571322488,0.780328943,-0.788138166,0.773946112,-0.786206457,0.28263386,-0.522309532,0.69186817,-0.749594335,0.706308722,-0.730062783,0.850369062,-0.850716239,0.627597892,-0.862760876,0.493809657,-0.624163484,0.775609073,-0.867368404,0.81880894,-0.818861829,2.38E-15,-0.824561532,0.121611179,-0.36144183,0.801299542,-0.875840126,0.51030041,-0.424689927,0.469043814,-0.412948092,,0.02842784,0.673960408,-0.679667926,0.635904964,-0.666997419,,-0.428556827,1,-0.994119514,0.982905113,-0.995594108,0.67795678,-0.828304204,0.371918068,-0.311854241,0.351337115,-0.321914757,0.182121032,-0.19250128,0.327916989,-0.328125875,0.268729376,-0.317420655,0.097640693,-0.279134419,0.267895848,-0.112964586,-0.338123039,-0.369086377,-0.386233451,-0.029421226,0.034584855,-0.379514488,-0.410407714,-0.306781344,0.574331856,-0.282355128,-0.241200299,0.192256439,0.073560738,0.056895862,-0.223091555,-0.68595894
Crime - Rank of average rank,-0.484201817,0.112701261,-0.053438534,-0.110967423,0.053884358,0.085561872,-0.106495106,-0.050470706,-0.21008468,-0.02860036,0.130398103,-0.152760758,-0.087560829,-0.066461008,-0.066461008,-0.123928318,-0.066461008,-0.066461008,-0.066461008,0.159655282,-0.032873639,-0.24435537,0.371077998,-0.0011422,0.004135848,0.327440004,0.320372331,0.349397814,0.370973235,0.251516351,0.306558772,-0.361835478,-0.427369364,0.016866757,0.677273825,0.702470878,-0.562804546,-0.815307562,0.824667035,-0.806339794,0.821753053,-0.278134088,0.525297789,-0.712851069,0.779322179,-0.737640236,0.755928732,-0.865899294,0.866787019,-0.649428572,0.880978678,-0.51209175,0.64468464,-0.793245701,0.857860906,-0.83757966,0.83837241,-1.05E-16,0.842428044,-0.124606296,0.356361303,-0.816212939,0.866949794,-0.516888802,0.434873124,-0.476257412,0.42125034,,-0.016999053,-0.705710566,0.710412256,-0.665685025,0.695718599,,0.447710182,-0.994119514,1,-0.961804964,0.998803511,-0.686790661,0.85533884,-0.410951155,0.34485508,-0.388288787,0.356420594,-0.222145644,0.223552529,-0.367595936,0.365731524,-0.312862129,0.357260582,-0.13848656,0.331225433,-0.323901837,0.17181859,0.390819261,0.413881711,0.4266225,0.060806223,0.011841061,0.314451425,0.345089217,0.242986006,-0.585302191,0.263435888,0.227804321,-0.180957174,-0.042440705,-0.022054158,0.176544933,0.621694572
Crime - Average score,0.56226477,0.029378116,0.098404441,0.173604831,-0.200302646,0.07242021,-0.02221018,0.02768699,0.106719259,0.039683627,0.013228647,0.087613986,0.053754826,0.039683627,0.039683627,0.089855348,0.039683627,0.039683627,0.039683627,-0.072965601,0.015310154,0.239154487,-0.565122233,0.15295131,0.151174868,-0.515154792,-0.491325097,-0.538265186,-0.555453416,-0.439059657,-0.494584854,0.462384955,0.299746708,-0.008209009,-0.621668455,-0.613950175,0.632987363,0.689566899,-0.69680625,0.684277247,-0.695094066,0.248477271,-0.462422821,0.621580697,-0.66937525,0.636733438,-0.662598866,0.799465209,-0.801719813,0.560021155,-0.80982017,0.445432131,-0.569421811,0.758829715,-0.894966642,0.754893723,-0.754027711,-1.72E-16,-0.761763206,0.105337373,-0.320785483,0.784817141,-0.901346688,0.488735025,-0.396697044,0.445515963,-0.388576217,,0.016780387,0.583416946,-0.591081948,0.551748524,-0.583193224,,-0.378693538,0.982905113,-0.961804964,1,-0.967465325,0.618334123,-0.752863096,0.291664496,-0.253494286,0.273863608,-0.259198332,0.094665792,-0.135771321,0.216036566,-0.219124575,0.155020311,-0.204726104,0.011537453,-0.167564728,0.144897188,0.004573677,-0.21703865,-0.259211075,-0.279231882,0.081349191,0.141062545,-0.502103625,-0.533876338,-0.429978566,0.51985575,-0.364460675,-0.318809799,0.200223456,0.166131428,0.125985999,-0.273634463,-0.799002072
Crime - Rank of average score,-0.488176533,0.101933577,-0.072459136,-0.111845303,0.075911488,0.071924667,-0.095321307,-0.039985183,-0.202829188,-0.03166617,0.117902482,-0.138675591,-0.088967217,-0.068184415,-0.068184415,-0.130026978,-0.068184415,-0.068184415,-0.068184415,0.153027881,-0.0334457,-0.252999732,0.388482599,-0.017710052,-0.013322448,0.343941476,0.338387939,0.365831906,0.387422207,0.266806512,0.323060261,-0.369474397,-0.417921839,0.024315316,0.671679515,0.693638358,-0.576727674,-0.803189034,0.812271974,-0.79444093,0.811094501,-0.277513595,0.51879119,-0.702131303,0.769630941,-0.733237035,0.751019857,-0.859578499,0.86148183,-0.63116538,0.875643055,-0.50519358,0.637196913,-0.794178734,0.866201745,-0.829877055,0.829875119,7.30E-17,0.835399532,-0.119231046,0.34658147,-0.818350848,0.876189273,-0.516606724,0.431879764,-0.475357803,0.419237664,,-0.016361646,-0.694679204,0.699853801,-0.656074105,0.685421884,,0.447422961,-0.995594108,0.998803511,-0.967465325,1,-0.691883471,0.855738935,-0.394445721,0.333156729,-0.372467561,0.344895092,-0.205718572,0.211208789,-0.353298127,0.350620315,-0.298770724,0.342479882,-0.125822043,0.313803487,-0.309075774,0.15991186,0.374930453,0.398949008,0.411566616,0.043652949,-0.005376136,0.331044515,0.361587559,0.258318293,-0.582155288,0.284365053,0.247045445,-0.173861754,-0.055773208,-0.02780944,0.179155816,0.63918815
